run_id,scenario_id,equation_id,equation_family,entity_type,entity_id,period_id,lhs_value,rhs_value,absolute_residual,relative_residual,tolerance,pass_flag
CAP-001-MINIATURE,BASE,OUTFLOW_COMMON_UNIT_COST|POOL:NODE-0010/MAT-0004|consumed:MAT-0004|P03,OUTFLOW_COMMON_UNIT_COST,POOL,NODE-0010/MAT-0004|consumed:MAT-0004,P03,5.171428571428572,5.171428571428572,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,OUTFLOW_COMMON_UNIT_COST|POOL:NODE-0010/MAT-0005|shipped:LANE-00014|P03,OUTFLOW_COMMON_UNIT_COST,POOL,NODE-0010/MAT-0005|shipped:LANE-00014,P03,20.9,20.9,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,OUTFLOW_COMMON_UNIT_COST|POOL:NODE-0010/MAT-0005|shipped:LANE-00015|P03,OUTFLOW_COMMON_UNIT_COST,POOL,NODE-0010/MAT-0005|shipped:LANE-00015,P03,20.9,20.9,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,OUTFLOW_COMMON_UNIT_COST|POOL:NODE-0011/MAT-0005|served|P04,OUTFLOW_COMMON_UNIT_COST,POOL,NODE-0011/MAT-0005|served,P04,20.1,20.1,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,OUTFLOW_COMMON_UNIT_COST|POOL:NODE-0011/MAT-0005|served|P05,OUTFLOW_COMMON_UNIT_COST,POOL,NODE-0011/MAT-0005|served,P05,20.1,20.1,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,OUTFLOW_COMMON_UNIT_COST|POOL:NODE-0012/MAT-0005|served|P04,OUTFLOW_COMMON_UNIT_COST,POOL,NODE-0012/MAT-0005|served,P04,20.675,20.675,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,OUTFLOW_COMMON_UNIT_COST|POOL:NODE-0012/MAT-0005|served|P05,OUTFLOW_COMMON_UNIT_COST,POOL,NODE-0012/MAT-0005|served,P05,20.675,20.675,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,OUTFLOW_COMMON_UNIT_COST|POOL:NODE-0013/MAT-0005|served|P04,OUTFLOW_COMMON_UNIT_COST,POOL,NODE-0013/MAT-0005|served,P04,22.100000000000005,22.1,3.552713678800501e-15,1.6075627505884617e-16,1e-05,true
CAP-001-MINIATURE,BASE,OUTFLOW_COMMON_UNIT_COST|POOL:NODE-0013/MAT-0005|served|P05,OUTFLOW_COMMON_UNIT_COST,POOL,NODE-0013/MAT-0005|served,P05,22.1,22.1,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0001/MAT-0001|P01,POOL_QUANTITY_CONSERVATION,POOL,NODE-0001/MAT-0001,P01,100.0,100.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0001/MAT-0001|P02,POOL_QUANTITY_CONSERVATION,POOL,NODE-0001/MAT-0001,P02,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0001/MAT-0001|P03,POOL_QUANTITY_CONSERVATION,POOL,NODE-0001/MAT-0001,P03,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0001/MAT-0001|P04,POOL_QUANTITY_CONSERVATION,POOL,NODE-0001/MAT-0001,P04,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0001/MAT-0001|P05,POOL_QUANTITY_CONSERVATION,POOL,NODE-0001/MAT-0001,P05,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0002/MAT-0002|P01,POOL_QUANTITY_CONSERVATION,POOL,NODE-0002/MAT-0002,P01,110.0,110.0,0.0,0.0,1.1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0002/MAT-0002|P02,POOL_QUANTITY_CONSERVATION,POOL,NODE-0002/MAT-0002,P02,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0002/MAT-0002|P03,POOL_QUANTITY_CONSERVATION,POOL,NODE-0002/MAT-0002,P03,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0002/MAT-0002|P04,POOL_QUANTITY_CONSERVATION,POOL,NODE-0002/MAT-0002,P04,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0002/MAT-0002|P05,POOL_QUANTITY_CONSERVATION,POOL,NODE-0002/MAT-0002,P05,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0003/MAT-0002|P01,POOL_QUANTITY_CONSERVATION,POOL,NODE-0003/MAT-0002,P01,100.0,100.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0003/MAT-0002|P02,POOL_QUANTITY_CONSERVATION,POOL,NODE-0003/MAT-0002,P02,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0003/MAT-0002|P03,POOL_QUANTITY_CONSERVATION,POOL,NODE-0003/MAT-0002,P03,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0003/MAT-0002|P04,POOL_QUANTITY_CONSERVATION,POOL,NODE-0003/MAT-0002,P04,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0003/MAT-0002|P05,POOL_QUANTITY_CONSERVATION,POOL,NODE-0003/MAT-0002,P05,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0004/MAT-0001|P01,POOL_QUANTITY_CONSERVATION,POOL,NODE-0004/MAT-0001,P01,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0004/MAT-0001|P02,POOL_QUANTITY_CONSERVATION,POOL,NODE-0004/MAT-0001,P02,60.0,60.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0004/MAT-0001|P03,POOL_QUANTITY_CONSERVATION,POOL,NODE-0004/MAT-0001,P03,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0004/MAT-0001|P04,POOL_QUANTITY_CONSERVATION,POOL,NODE-0004/MAT-0001,P04,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0004/MAT-0001|P05,POOL_QUANTITY_CONSERVATION,POOL,NODE-0004/MAT-0001,P05,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0004/MAT-0003|P01,POOL_QUANTITY_CONSERVATION,POOL,NODE-0004/MAT-0003,P01,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0004/MAT-0003|P02,POOL_QUANTITY_CONSERVATION,POOL,NODE-0004/MAT-0003,P02,60.0,60.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0004/MAT-0003|P03,POOL_QUANTITY_CONSERVATION,POOL,NODE-0004/MAT-0003,P03,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0004/MAT-0003|P04,POOL_QUANTITY_CONSERVATION,POOL,NODE-0004/MAT-0003,P04,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0004/MAT-0003|P05,POOL_QUANTITY_CONSERVATION,POOL,NODE-0004/MAT-0003,P05,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0005/MAT-0001|P01,POOL_QUANTITY_CONSERVATION,POOL,NODE-0005/MAT-0001,P01,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0005/MAT-0001|P02,POOL_QUANTITY_CONSERVATION,POOL,NODE-0005/MAT-0001,P02,40.0,40.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0005/MAT-0001|P03,POOL_QUANTITY_CONSERVATION,POOL,NODE-0005/MAT-0001,P03,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0005/MAT-0001|P04,POOL_QUANTITY_CONSERVATION,POOL,NODE-0005/MAT-0001,P04,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0005/MAT-0001|P05,POOL_QUANTITY_CONSERVATION,POOL,NODE-0005/MAT-0001,P05,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0005/MAT-0003|P01,POOL_QUANTITY_CONSERVATION,POOL,NODE-0005/MAT-0003,P01,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0005/MAT-0003|P02,POOL_QUANTITY_CONSERVATION,POOL,NODE-0005/MAT-0003,P02,40.0,40.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0005/MAT-0003|P03,POOL_QUANTITY_CONSERVATION,POOL,NODE-0005/MAT-0003,P03,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0005/MAT-0003|P04,POOL_QUANTITY_CONSERVATION,POOL,NODE-0005/MAT-0003,P04,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0005/MAT-0003|P05,POOL_QUANTITY_CONSERVATION,POOL,NODE-0005/MAT-0003,P05,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0006/MAT-0002|P01,POOL_QUANTITY_CONSERVATION,POOL,NODE-0006/MAT-0002,P01,20.0,20.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0006/MAT-0002|P02,POOL_QUANTITY_CONSERVATION,POOL,NODE-0006/MAT-0002,P02,150.0,150.0,0.0,0.0,1.4999999999999999e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0006/MAT-0002|P03,POOL_QUANTITY_CONSERVATION,POOL,NODE-0006/MAT-0002,P03,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0006/MAT-0002|P04,POOL_QUANTITY_CONSERVATION,POOL,NODE-0006/MAT-0002,P04,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0006/MAT-0002|P05,POOL_QUANTITY_CONSERVATION,POOL,NODE-0006/MAT-0002,P05,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0006/MAT-0004|P01,POOL_QUANTITY_CONSERVATION,POOL,NODE-0006/MAT-0004,P01,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0006/MAT-0004|P02,POOL_QUANTITY_CONSERVATION,POOL,NODE-0006/MAT-0004,P02,120.0,120.0,0.0,0.0,1.2e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0006/MAT-0004|P03,POOL_QUANTITY_CONSERVATION,POOL,NODE-0006/MAT-0004,P03,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0006/MAT-0004|P04,POOL_QUANTITY_CONSERVATION,POOL,NODE-0006/MAT-0004,P04,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0006/MAT-0004|P05,POOL_QUANTITY_CONSERVATION,POOL,NODE-0006/MAT-0004,P05,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0007/MAT-0002|P01,POOL_QUANTITY_CONSERVATION,POOL,NODE-0007/MAT-0002,P01,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0007/MAT-0002|P02,POOL_QUANTITY_CONSERVATION,POOL,NODE-0007/MAT-0002,P02,50.0,50.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0007/MAT-0002|P03,POOL_QUANTITY_CONSERVATION,POOL,NODE-0007/MAT-0002,P03,10.0,10.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0007/MAT-0002|P04,POOL_QUANTITY_CONSERVATION,POOL,NODE-0007/MAT-0002,P04,10.0,10.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0007/MAT-0002|P05,POOL_QUANTITY_CONSERVATION,POOL,NODE-0007/MAT-0002,P05,10.0,10.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0007/MAT-0004|P01,POOL_QUANTITY_CONSERVATION,POOL,NODE-0007/MAT-0004,P01,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0007/MAT-0004|P02,POOL_QUANTITY_CONSERVATION,POOL,NODE-0007/MAT-0004,P02,40.0,40.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0007/MAT-0004|P03,POOL_QUANTITY_CONSERVATION,POOL,NODE-0007/MAT-0004,P03,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0007/MAT-0004|P04,POOL_QUANTITY_CONSERVATION,POOL,NODE-0007/MAT-0004,P04,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0007/MAT-0004|P05,POOL_QUANTITY_CONSERVATION,POOL,NODE-0007/MAT-0004,P05,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0008/MAT-0002|P01,POOL_QUANTITY_CONSERVATION,POOL,NODE-0008/MAT-0002,P01,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0008/MAT-0002|P02,POOL_QUANTITY_CONSERVATION,POOL,NODE-0008/MAT-0002,P02,30.0,30.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0008/MAT-0002|P03,POOL_QUANTITY_CONSERVATION,POOL,NODE-0008/MAT-0002,P03,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0008/MAT-0002|P04,POOL_QUANTITY_CONSERVATION,POOL,NODE-0008/MAT-0002,P04,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0008/MAT-0002|P05,POOL_QUANTITY_CONSERVATION,POOL,NODE-0008/MAT-0002,P05,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0008/MAT-0004|P01,POOL_QUANTITY_CONSERVATION,POOL,NODE-0008/MAT-0004,P01,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0008/MAT-0004|P02,POOL_QUANTITY_CONSERVATION,POOL,NODE-0008/MAT-0004,P02,30.0,30.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0008/MAT-0004|P03,POOL_QUANTITY_CONSERVATION,POOL,NODE-0008/MAT-0004,P03,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0008/MAT-0004|P04,POOL_QUANTITY_CONSERVATION,POOL,NODE-0008/MAT-0004,P04,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0008/MAT-0004|P05,POOL_QUANTITY_CONSERVATION,POOL,NODE-0008/MAT-0004,P05,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0009/MAT-0003|P01,POOL_QUANTITY_CONSERVATION,POOL,NODE-0009/MAT-0003,P01,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0009/MAT-0003|P02,POOL_QUANTITY_CONSERVATION,POOL,NODE-0009/MAT-0003,P02,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0009/MAT-0003|P03,POOL_QUANTITY_CONSERVATION,POOL,NODE-0009/MAT-0003,P03,60.0,60.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0009/MAT-0003|P04,POOL_QUANTITY_CONSERVATION,POOL,NODE-0009/MAT-0003,P04,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0009/MAT-0003|P05,POOL_QUANTITY_CONSERVATION,POOL,NODE-0009/MAT-0003,P05,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0009/MAT-0004|P01,POOL_QUANTITY_CONSERVATION,POOL,NODE-0009/MAT-0004,P01,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0009/MAT-0004|P02,POOL_QUANTITY_CONSERVATION,POOL,NODE-0009/MAT-0004,P02,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0009/MAT-0004|P03,POOL_QUANTITY_CONSERVATION,POOL,NODE-0009/MAT-0004,P03,120.0,120.0,0.0,0.0,1.2e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0009/MAT-0004|P04,POOL_QUANTITY_CONSERVATION,POOL,NODE-0009/MAT-0004,P04,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0009/MAT-0004|P05,POOL_QUANTITY_CONSERVATION,POOL,NODE-0009/MAT-0004,P05,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0009/MAT-0005|P01,POOL_QUANTITY_CONSERVATION,POOL,NODE-0009/MAT-0005,P01,0.0,0.0,0.0,0.0,1e-05,true
CAP-001-MINIATURE,BASE,POOL_QUANTITY_CONSERVATION|POOL:NODE-0009/MAT-0005|P02,POOL_QUANTITY_CONSERVATION,POOL,NODE-0009/MAT-0005,P02,0.0,0.0,0.0,0.0,1e-05,true
